Vineyard Name,Vineyard County,Vineyard Postcode,Vineyard Country,Website Address,Ha of planted vines,Latitude,Longitude,,,,,,,,,,,,
Laithwaites - Windsor Great Park Vineyard,Berkshire,SL4 2HR,England,www.windsorgreatparkvineyard.com,2.76,51.43432,-0.62093,,,,,,,,,,,,
Lakeside Vineyard,Surrey,KT2 7DY,England,www.shillinglee.co.uk,0.03,51.41841,-0.25695,,,,,,,,,,,,
Lakestreet Vineyard,East Sussex,TN20 6PS,England,Not Available,9.6,51.03855,0.28168,,,,,,,,,,,,
Lamberhurst Vineyard,Kent,TN3 8ER,England,Not Available,8.1,51.09552,0.3864,,,,,,,,,,,,
Lambley Grange,Nottinghamshire,NG14 7AZ,England,Not Available,0.4,53.01255,-1.01387,,,,,,,,,,,,
Lammy's Vineyard (Cheesley Hill Vyd),Wiltshire,SN15 4JX,England,Not Available,0.64,51.53715,-1.95094,,,,,,,,,,,,
Langham Wine Estate,Dorset,DT2 7NG,England,www.langhamwine.co.uk,11.77,50.7707,-2.32177,,,,,,,,,,,,
Lansdowne Vineyard (Burnt House),Surrey,GU5 9JJ,England,www.alburyvineyard.com,4,51.18773,-0.47096,,,,,,,,,,,,
Larkhill Vineyard,Gloucestershire,GL8 8RX,England,www.larkhillvineyard.co.uk,2.362,51.64785,-2.14074,,,,,,,,,,,,
Last Cottage (Fawley),Berkshire,Not known,England,Not Available,0.1,51.567471,-0.909887,,,,,,,,,,,,
Laurel Vines Vineyard & Winery,East Yorkshire,YO25 9BG,England,www.laurel-vines.co.uk,2.96,53.89904,-0.40593,,,,,,,,,,,,
Lavenham Brook Vineyard,Suffolk,CO10 9PB,England,www.lavenhambrook.co.uk. ,3.739,52.09692,0.82731,,,,,,,,,,,,
Laverstoke Park Vineyard,Hampshire,RG25 3DR,England,www.laverstokepark.co.uk,9,51.21833,-1.25822,,,,,,,,,,,,
Leckford Estate Vineyard,Hampshire,SO20 6JG,England,leckfordestate.co.uk,6.7497,51.13679,-1.46488,,,,,,,,,,,,
"Leghe, La Vineyard",Cambridgeshire,PE28 3LH,England,Not Available,1,52.35497,-0.01903,,,,,,,,,,,,
Leigh Park Hotel Vineyard,Wiltshire,BA15 2RA,England,www.leighparkhotel.co.uk,0.5,51.35624,-2.2443,,,,,,,,,,,,
Leventhorpe Vineyard,West Yorkshire,LS26 8AF,England,www.leventhorpevineyard.co.uk,2.21,53.76363,-1.4362,,,,,,,,,,,,
Lily Cottage Vineyard,Somerset,Not known,England,Not Available,Not known,50.637716,-3.344471,,,,,,,,,,,,
Lily Farm Vineyard,Devon,EX9 7AH,England,www.lilyfarmvineyard.com,0.589,50.63895,-3.3455,,,,,,,,,,,,
Limden Vineyard,East Sussex,TN5 7DL,England,facebook.com/LimdenVineyard,0.8,51.04123,0.40625,,,,,,,,,,,,
Limeburn Hill Vineyard,BANES,BS40 8QW,England,www.limeburnhillvineyard.co.uk,0.8,51.37033,-2.62945,,,,,,,,,,,,
Linch Hill Vineyard,Oxfordshire,OX29 5BB,England,Not Available,0.35,51.73505,-1.40709,,,,,,,,,,,,
Lincoln Field Vineyard,Norfolk,NR9 4NP,England,facebook.com/LincolnFieldVineyard,0.033,52.57453,0.94781,,,,,,,,,,,,
Lincoln Vineyard,Lincolnshire,LN2 1PU,England,www.english-heritage.org.uk/daysout/properties/lincoln-medieval-bishops-palace/garden/,0.09,53.23323,-0.53652,,,,,,,,,,,,
Little Hill Vineyard,Herefordshire,WR13 6DT,England,Not Available,0.1,52.06922,-2.35685,,,,,,,,,,,,
Little Knoxbridge Vineyard,Kent,TN12 0EU,England,Not Available,0.533,51.14039,0.55356,,,,,,,,,,,,
Little Oak Vineyard,Gloucestershire,GL55 6LA,England,www.littleoakvineyard.co.uk,0.96,52.0523,-1.75693,,,,,,,,,,,,
Little Pinnolds Vineyard,Gloucestershire,GL11 6EF,England,Not Available,0.737,51.6625,-2.34725,,,,,,,,,,,,
Little Waddon Vineyard,Dorset,DT3 4ER,England,www.littlewaddonvineyard.co.uk,1,50.67004,-2.53651,,,,,,,,,,,,
Little Wold Vineyard,East Yorkshire,HU15 2BE,England,www.littlewoldvineyard.co.uk,2.3665,53.77303,-0.59211,,,,,,,,,,,,
Littlebredy Vineyard,Dorset,DT2 9HL‎,England,www.littlebredy.com,0.05,50.698967,-2.589157,,,,,,,,,,,,
Llaethliw Vineyard,Ceredigion,SA48 7RF,Wales,www.llaethliw.co.uk,5.46,52.21294,-4.23559,,,,,,,,,,,,
Llanerch Vineyard,Vale of Glamorgan,CF72 8GG,Wales,www.llanerch-vineyard.co.uk,2.8,51.50742,-3.36964,,,,,,,,,,,,
Llwyn Hudol Plas Vineyard,Gwynedd,LL53 6TT,Wales,Not Available,0.4,52.90769,-4.39926,,,,,,,,,,,,
Lobbster Plot,Devon,Not known,England,www.lobbsterplot.co.uk,0.1,51.120829,-4.183924,,,,,,,,,,,,
Locksash Vineyard,Hampshire,PO18 9DZ,England,Not Available,1.2,50.91653,-0.89061,,,,,,,,,,,,
Lone Farm Vineyard (Bsixtwelve),Hampshire,SO21 1BX,England,www.bsixtwelve.co.uk,0.809,51.10401,-1.23925,,,,,,,,,,,,
Long Wells Vineyard,West Sussex,RH12 3SL,England,Not Available,0.423,51.10928,-0.35523,,,,,,,,,,,,
Longleat Estate Vineyard,Wiltshire,BA12 7NQ,England,www.longleat.co.uk,1.42,51.18326,-2.27672,,,,,,,,,,,,
Looe Valley Vineyard,Cornwall,PL14 4RN,England,looevalleyvineyard.co.uk,1.65,50.41467,-4.46563,,,,,,,,,,,,
Lopen Vineyard,Somerset,TA13 5JH,England,Not Available,1.6817,50.93338,-2.82035,,,,,,,,,,,,
Lordship's Farm Vineyard,Hertfordshire,SG12 0NS,England,www.lordshipsbarns.co.uk,1,51.88092,-0.05914,,,,,,,,,,,,
Lovells Vineyard,Worcestershire,WR13 6NF,England,www.lovellsvineyard.co.uk,4,52.06183,-2.29481,,,,,,,,,,,,
Lower Lodge Vineyard,West Sussex,RH14 9BE,England,www.corenwine.co.uk,7.73,51.06096,-0.43988,,,,,,,,,,,,
Lowick Vineyard,Northamptonshire,NN14 3BH,England,www.lowickvineyard.com,1.214,52.41692,-0.56385,,,,,,,,,,,,
Ludlow Vineyard,Shropshire,SY7 9DT,England,www.ludlowvineyard.co.uk,1.1,52.45542,-2.64175,,,,,,,,,,,,
Lulham Court Vineyard,Herefordshire,HR2 9JQ,England,Not Available,1.2146,52.06443,-2.86429,,,,,,,,,,,,
Lusca Vineyard,Dublin,K45V248,Ireland,www.llewellynsorchard.ie,0.15,53.528299,-6.108273,,,,,,,,,,,,
Lyde Arundel Vineyard,Herefordshire,HR4 7SN,England,www.lydearundel.com,0.41,52.08624,-2.736,,,,,,,,,,,,
Lympstone Manor Vineyard,Devon,EX8 3NZ,England,www.lympstonemanor.co.uk,4.2,50.64042,-3.41713,,,,,,,,,,,,
Madehurst Lodge Vineyard (Pig Hotel) ,West Sussex,BN18 0NL.,England,Not Available,0.83,50.885115,-0.600771,,,,,,,,,,,,
Maiden Vale Vineyard,Devon,EX13 8AG,England,Not Available,0.5,50.75165,-3.02931,,,,,,,,,,,,
Mallard Point Vineyard,Rutland,PE9 4LH,England,www.eventsandtents.co.uk,2,52.70169,-0.45093,,,,,,,,,,,,
Mannings Heath - Leonardslee Vineyard,East Sussex,RH13 6PP,England,www.leonardsleegardens.co.uk,1.2,51.0167,-0.26155,,,,,,,,,,,,
Mannings Heath Vineyard,West Sussex,RH13 6PG,England,www.manningsheath.com,14.9,51.0527,-0.27478,,,,,,,,,,,,
Manor Farm Vineyard,Leicestershire,LE9 9FF,England,Not Available,0.13,52.64011,-1.28913,,,,,,,,,,,,
Manor School Vineyard,Somerset,DT9 5PZ,England,Not Available,0.1333,50.87407,-2.46243,,,,,,,,,,,,
Manstree Vineyard,Devon,EX2 9QR,England,www.boyces-manstree.co.uk,1.8219,50.68037,-3.55816,,,,,,,,,,,,
Marden Organic (Herbert Hall Wines Ltd),Kent,TN12 9LS,England,www.herberthall.co.uk,1,51.16348,0.49129,,,,,,,,,,,,
Marden Organic Vineyard - Herbert Hall Wines,Kent,TN12 9LS,England,www.herberthall.co.uk,3.5,51.16348,0.49129,,,,,,,,,,,,
"Mare Wine Estate, La",Jersey,JE3 3BA,Channel Isles,www.lamarewineestate.com,5,49.247185,2.185991,,,,,,,,,,,,
Marlings Vineyard,Hampshire,SO41 6EE,England,www.marlingsvineyard.co.uk,0.86,50.78682,-1.61353,,,,,,,,,,,,
Martin's Lane Vineyard,Essex,CM3 6SB,England,www.martinslane.co.uk,8.4657,51.66244,0.64235,,,,,,,,,,,,
Maud Heath Vineyard,Wiltshire,SN11 9LQ,England,www.maudheathvineyard.co.uk,2.4282,51.46646,-2.04556,,,,,,,,,,,,
Mawddach Vineyard,Gwynedd,LL42 1DZ,Wales,Not Available,0.3,52.75211,-4.0076,,,,,,,,,,,,
Mayfield Vineyard,Lincolnshire,NG34 0BX,England,Not Available,4,52.96507,-0.33304,,,,,,,,,,,,
MDCV Ltd - Althorne Vineyard,Essex,CM3 6DS,England,www.mdcvuk.com,37.64,51.64626,0.77463,,,,,,,,,,,,
MDCV Ltd - Bodiam Vineyard,East Sussex,TN32 5UJ,England,www.englishorganicwine.co.uk,1.81,51.00536,0.5399,,,,,,,,,,,,
MDCV Ltd - Kingscote Vineyard,West Sussex,RH19 4LG,England,www.kingscoteestate.com,24.2817,51.09659,-0.04022,,,,,,,,,,,,
MDCV Ltd - Luddesdown Vineyard,Kent,DA13 0XE,England,www.mdcvuk.com,176.9,51.37199,0.39896,,,,,,,,,,,,
MDCV Ltd - Old Place Farm Sandhurst Vineyard,Kent,TN18 5NX,England,www.englishorganicwine.co.uk,40.06,51.01493,0.55072,,,,,,,,,,,,
MDCV Ltd - Sedlescombe Organic Vineyard,East Sussex,TN32 5SA,England,www.englishorganicwine.co.uk,2.8,50.95572,0.52812,,,,,,,,,,,,
Meadow Farm Vineyard,West Sussex,PO18 8DN,England,Not Available,1.3,50.85892,-0.84829,,,,,,,,,,,,
Meadow Grove Vineyard,Oxfordshire,OX12 9NA,England,Not Available,0.2,51.58457,-1.43912,,,,,,,,,,,,
Meadow View Vineyard,Vale of Glamorgan,CF71 7LJ,Wales,facebook.com/MeadowViewWinery,0.4,51.45695,-3.47799,,,,,,,,,,,,
Melbury Vale Vineyard,Dorset,SP7 0BW,England,www.mvwinery.co.uk,0.8,50.98841,-2.17914,,,,,,,,,,,,
Meopham Court Vineyard,Kent,DA13 0AA,England,Not Available,0.11,51.37224,0.36249,,,,,,,,,,,,
Meopham Valley Vineyard,Kent,DA13 0PY,England,www.meophams.co.uk,2,51.36154,0.35701,,,,,,,,,,,,
Mereworth Wines,Kent,ME18 5PJ,England,www.mereworthwines.co.uk,2.4375,51.26398,0.4096,,,,,,,,,,,,
Merlins Vineyard,Gloucestershire,GL18 1DQ,England,Not Available,0.56,51.95104,-2.40582,,,,,,,,,,,,
Mersea Island Vineyard,Essex,CO5 8SX,England,vineyard.merseabrewery.co.uk,2,51.78336,0.95486,,,,,,,,,,,,
Methersham Vineyard,East Sussex,TN31 6TX,England,Not Available,1.2,51.00728,0.65577,,,,,,,,,,,,
Missing Gate Vineyard (Food Physics),Essex,CM3 4HG,England,www.food-physics.com,24,51.67544,0.58338,,,,,,,,,,,,
MN Vineyard,Dorset,SP7 9NX,England,Not Available,0.1,51.02457,-2.21071,,,,,,,,,,,,
Momentum Vineyard,Fife,KY8 6EA,Scotland,www.christophertrotter.co.uk,0.3658,56.21892,-2.92147,,,,,,,,,,,,
Money's Farm Vineyard,Hampshire,RG27 8LJ,England,Not Available,0.27,51.31735,-0.96418,,,,,,,,,,,,
Monkey Puzzle Vineyard,East Sussex,TN31 6RS,England,Not Available,1.21,50.98336,0.62746,,,,,,,,,,,,
Monnow Valley Vineyard,Monmouthshire,NP25 5DL,Wales,Not Available,1.61,51.82331,-2.72535,,,,,,,,,,,,
Montgomery Vineyard,Powys,SY15 6LR,Wales,www.montgomeryvineyard.co.uk,1.214,52.52782,-3.19317,,,,,,,,,,,,
Moor Hill Vineyard,Wiltshire,SP3 5LB,England,Not Available,0.21,51.06226,-2.00848,,,,,,,,,,,,
Moorbridge Estate,Berkshire,RG20 8DA,England,Not Available,19,51.43812,-1.39001,,,,,,,,,,,,
Moralee Farm Vineyard,West Sussex,RH20 2QS,England,Not Available,1.39,50.94565,-0.45097,,,,,,,,,,,,
Mount Farm Vineyards,Suffolk,CO10 9BY,England,Not Available,4.41,52.11097,0.69355,,,,,,,,,,,,
Mount Harry Vines,East Sussex,BN7 3QW,England,Not Available,2.112,50.89816,-0.02528,,,,,,,,,,,,
"Mount Vineyard, The",Kent,TN14 7SD,England,www.themountvineyard.co.uk,3.68,51.33337,0.18199,,,,,,,,,,,,
Mountfield Vineyard,East Sussex,TN32 5JP,England,www.mountfieldwinery.com,3.3,50.96096,0.47042,,,,,,,,,,,,
Mousehall Estate Vineyard,East Sussex,TN5 6PG,England,Not Available,0.5,51.04359,0.29335,,,,,,,,,,,,
Mowbarton Estate (Mudgley Farm),Somerset,BS28 4TX,England,www.mowbartonbarn.co.uk,0.4,51.20913,-2.79498,,,,,,,,,,,,
Mumfords Vineyard,BANES,BA1 7LQ,England,www.mumfordsvineyard.co.uk,1.6194,51.40821,-2.30169,,,,,,,,,,,,
Muston Vineyard,Dorset,DT2 7SY,England,Not Available,11.5,50.76234,-2.39345,,,,,,,,,,,,
Mystole Vineyard,Kent,CT4 7DB,England,Not Available,2.05,51.24396,0.99937,,,,,,,,,,,,
Nania's Vineyard,BANES,BS6 5EG,England,naniasvineyard.co.uk,0.01,51.46797,-2.58727,,,,,,,,,,,,
"Nash Vineyard, The",Worcestershire,WR5 3PB,England,Not Available,1,52.12492,-2.208,,,,,,,,,,,,
National Fruit Collection - Brogdale,Kent,ME13 8XZ,England,www.brogdalecollections.co.uk,0.24,51.30014,0.87723,,,,,,,,,,,,
New Hall Vineyards,Essex,CM3 6PN,England,www.newhallwines.co.uk,44.61,51.69159,0.65556,,,,,,,,,,,,
New House Farm Vineyard,East Sussex,TN32 5UP,England,Not Available,10.32,51.00124,0.5247,,,,,,,,,,,,
New Lodge Vineyard,Northamptonshire,NN6 0HF,England,www.newlodgevineyard.co.uk,0.4049,52.27198,-0.75999,,,,,,,,,,,,
Newnham Park Estate Vineyard,East Sussex,TN6 3TB,England,Not Available,2,51.03501,0.13439,,,,,,,,,,,,
Nightingales Vineyard,West Sussex,RH20 3DF,England,Not Available,1,50.93123,-0.37258,,,,,,,,,,,,
Nine Oaks Vineyard,Kent,TN26 1EP,England,Not Available,0.81,51.16769,0.81261,,,,,,,,,,,,
"Norfolk Vineyard Ltd., The",Norfolk,NR18 9JP,England,Not Available,1.28,52.53652,1.08586,,,,,,,,,,,,
North Court Farm Vineyard,Berkshire,RG40 3SN,England,Not Available,0.0719,51.36719,-0.84996,,,,,,,,,,,,
North Court Vineyard,Hampshire,SO24 0AU,England,www.northcourtvineyard.co.uk,0.44,51.08707,-1.1309,,,,,,,,,,,,
North End Vineyard,North Somerset,BS49 4AS,England,Not Available,0.05,51.39846,-2.83545,,,,,,,,,,,,
Northbrook Springs Vineyard,Hampshire,SO32 1FB,England,Not Available,8.5,50.96066,-1.21219,,,,,,,,,,,,
Nutbourne Vineyards,West Sussex,RH20 2HH,England,www.nutbournevineyards.com,9.51,50.96043,-0.46046,,,,,,,,,,,,
Nyetimber - Chalk Vale Vineyard,Hampshire,SO20 6RE,England,www.nyetimber.com,25.5,51.08429,-1.44794,,,,,,,,,,,,
Nyetimber - Chartham Downs,Kent,CT4 5QW,England,www.nyetimber.com,19,51.23566,1.04998,,,,,,,,,,,,
Nyetimber - Downs Farm,West Sussex,BN18 9LZ,England,www.nyetimber.com,21,50.90354,-0.53068,,,,,,,,,,,,
Nyetimber - Hazeldown Vineyard,Hampshire,SO20 6EG,England,www.nyetimber.com,32.81,51.14276,-1.48261,,,,,,,,,,,,
Nyetimber - Knowe Top Vineyard,West Sussex,RH20 2JZ,England,www.nyetimber.com,47.2,50.9648,-0.458229,,,,,,,,,,,,
Nyetimber - Lacton Manor Vineyard,Kent,TN25 4NG,England,www.nyetimber.com,28,51.1983,0.81741,,,,,,,,,,,,
Nyetimber - Manor Vineyard,West Sussex,RH20 2HH,England,www.nyetimber.com,42,50.96043,-0.46046,,,,,,,,,,,,
Nyetimber - Netherland Vineyard,West Sussex,GU28 0PQ,England,www.nyetimber.com,37.39,50.98945,-0.66965,,,,,,,,,,,,
Nyetimber - Nutbourne Lane Vineyard,West Sussex,RH20 2HS,England,www.nyetimber.com,6.35,50.96925,-0.47239,,,,,,,,,,,,
Nyetimber - River Vineyard,West Sussex,GU28 0PQ,England,www.nyetimber.com,11.79,50.98945,-0.66965,,,,,,,,,,,,
Nyetimber - Thurnham Court,Kent,ME14 3LG,England,www.nyetimber.com,43,51.28849,0.58638,,,,,,,,,,,,
Nyetimber - Upperton Vineyard,West Sussex,GU28 9BG,England,www.nyetimber.com,8.07,50.99571,-0.63748,,,,,,,,,,,,
Oak Hill Vineyard,Suffolk,IP21 5PE,England,www.oak-hill.co.uk,0.4,52.34979,1.31861,,,,,,,,,,,,
Oaken Grove Vineyard,Oxfordshire,RG9 6JG,England,facebook.com/OakenGroveVineyard,1.5,51.57145,-0.90527,,,,,,,,,,,,
Oastbrook Estates,East Sussex,TN32 5XA,England,www.oastbrook.com,4.5,50.99849,0.5222,,,,,,,,,,,,
Oatley Vineyard,Somerset,TA5 2NL,England,www.oatleyvineyard.co.uk,1,51.1456,-3.09421,,,,,,,,,,,,
Off The Line Vineyard,East Sussex,BN27 4EA,England,www.offthelinevineyard.com,2.8,50.9025,0.25063,,,,,,,,,,,,
Old Hall Farm Vineyard,Norfolk,NR35 2LP,England,www.oldhallfarm.co.uk,1.65,52.50457,1.37871,,,,,,,,,,,,
"Old Lime Kiln Vineyard, The",Devon,EX6 8QY,England,Not Available,0.0625,50.61838,-3.44956,,,,,,,,,,,,
Old Rectory Vineyard (Manor Farm),Suffolk,IP13 6AX,England,Not Available,1.62,52.12906,1.31396,,,,,,,,,,,,
Old Walls Vineyard,Devon,TQ14 9PQ,England,www.oldwallsvineyard.co.uk,3,50.55606,-3.53533,,,,,,,,,,,,
Old Woodhouse Vineyard,Dorset,DT7 3SQ,England,Not Available,0.1755,50.73504,-2.96447,,,,,,,,,,,,
Olding Manor Vineyard,London,SE12 0RE,England,www.oldingmanor.co.uk,0.01,51.44585,0.00723,,,,,,,,,,,,
Ollivers Farm Vineyard,Essex,CO9 4LS,England,www.essex-bed-breakfast.co.uk,0.017,52.00496,0.54193,,,,,,,,,,,,
Orpwoods Farm Vineyard,Oxfordshire,OX44 7JD,England,Not Available,0.3,51.72532,-1.06505,,,,,,,,,,,,
Ovens Farm Vineyard,Lincolnshire,LN11 8RD,England,www.ovensfarmvineyard.com,1.98,53.23228,0.05641,,,,,,,,,,,,
Over the Road Vineyard,Dorset,DT9 5PN,England,Not Available,0.1,50.90757,-2.47171,,,,,,,,,,,,
Oxney Organic Estate,East Sussex,TN31 6TU,England,www.oxneyestate.com,13.928,51.00038,0.66184,,,,,,,,,,,,
Painshill Park Vineyard,Surrey,KT11 1JE,England,www.painshill.co.uk,0.73,51.3296,-0.42158,,,,,,,,,,,,
Painters Vineyard (Stoneyfield Wine),Northamptonshire,NN7 3BZ,England,www.stonyfieldwine.co.uk,0.4,52.17298,-0.93795,,,,,,,,,,,,
Pale Park Vineyard,Cornwall,EX23 0HH,England,www.paleparkvineyard.co.uk,1.3,50.7861,-4.47744,,,,,,,,,,,,
Pant Du Vineyard,Gwynedd,LL54 6HE,Wales,www.pantdu.co.uk,2.834,53.05299,-4.27526,,,,,,,,,,,,
Parc Julian Vineyard,Cornwall,PL30 4HE,England,Not Available,Not known,50.50355,-4.5946,,,,,,,,,,,,
Parhams Vineyard,Dorset,SP7 0DE,England,Not Available,0.4,50.98223,-2.16931,,,,,,,,,,,,
Parsonage Farm (Essex),Kent,DA12 3DG,England,Not Available,2,51.770324,0.75357,,,,,,,,,,,,
Parsonage Farm (Hertfordshire),Hertfordshire,CM22 6AN,England,Not Available,2,51.93407,0.24548,,,,,,,,,,,,
Parva Farm Vineyard,Monmouthshire,NP16 6SQ,Wales,www.parvafarm.com,0.994,51.70393,-2.6801,,,,,,,,,,,,
Parvills Vineyard,Essex,CM16 6PL,England,www.parvillsfarm.com,0.4,51.71669,0.07037,,,,,,,,,,,,
Pattingham Vineyard,Staffordshire,WV6 7AU,England,www.pattinghamvineyard.co.uk,5.31,52.58826,-2.23731,,,,,,,,,,,,
"Pear Tree at Purton Vineyard, The",Wiltshire,SN5 4ED,England,www.peartreepurton.co.uk,0.7,51.58161,-1.86383,,,,,,,,,,,,
Pearta Vineyard,East Sussex,TN35 4ST,England,Not Available,1.2141,50.91661,0.59565,,,,,,,,,,,,
Pebblebed - Clyst St. George Vineyard,Devon,EX3 0NZ,England,www.pebblebed.co.uk,1.1336,50.69029,-3.43575,,,,,,,,,,,,
Pebblebed - Dragons Den Vineyard,Devon,EX3 0NZ,England,www.pebblebed.co.uk,2.1,50.69029,-3.43575,,,,,,,,,,,,
Pebblebed - Ebford Eden Community Vineyard,Devon,EX3 0QT,England,www.pebblebed.co.uk,0.2,50.68148,-3.43902,,,,,,,,,,,,
Pebblebed - Ebford Vineyard,Devon,EX3 0QT,England,www.pebblebed.co.uk,3.2375,50.68148,-3.43902,,,,,,,,,,,,
Penarth Vineyard,Powys,SY16 3AN,Wales,Not Available,4,52.52309,-3.27003,,,,,,,,,,,,
Pengethley Manor Hotel Vineyard,Herefordshire,HR9 6LL,England,Not Available,0.2,51.92684,-2.66401,,,,,,,,,,,,
Penn Croft Vineyard (Itasca Wines),Hampshire,GU10 5PX,England,itascawines.com,4.8563,51.23315,-0.87804,,,,,,,,,,,,
Penstock Hall Vineyard,Kent,TN25 5LL,England,Not Available,13.4,51.13768,0.99852,,,,,,,,,,,,
Pen-y-Clawdd Vineyard,Monmouthshire,NP25 4BW,Wales,Not Available,0.5,51.76338,-2.78847,,,,,,,,,,,,
Perch Hill Vineyard,Somerset,BA5 1JD,England,www.perchhillvineyard.com,1.2,51.23551,-2.71505,,,,,,,,,,,,
Pewley Down Vineyard,Surrey,GU1 2HF,England,www.pewleydownvineyard.co.uk,0.5,51.23548,-0.54856,,,,,,,,,,,,
Phipps Vineyard,Herefordshire,WR13 6EP,England,Not Available,1.08,52.09159,-2.36355,,,,,,,,,,,,
Pilgrims Vineyard,Kent,TN27 0DR,England,Not Available,0.2,51.2065,0.81624,,,,,,,,,,,,
Pimlico Way Vineyard,Kent,CT15 7EN,England,facebook.com/Pimlico-Way-Vineyard-Nursery,1,51.13021,1.21378,,,,,,,,,,,,
Pinglestone Estate Vineyard,Hampshire,SO24 9TB,England,Not Available,33,51.09563,-1.1705,,,,,,,,,,,,
Pinkmead Estate Vineyard,Isle of Wight,PO30 5TU,England,Not Available,1.47,50.73305,-1.28679,,,,,,,,,,,,
Plantation House Vineyards,Worcestershire,DY10 4EP,England,Not Available,0.25,52.35064,-2.2125,,,,,,,,,,,,
Plumford Farms Vineyard,Kent,ME13 0DS,England,Not Available,2.7,51.2919,0.8699,,,,,,,,,,,,
Plumpton College - Ditchling Vineyard,East Sussex,BN6 8XB,England,www.plumpton.ac.uk,1.8,50.9111,-0.11481,,,,,,,,,,,,
Plumpton College - Rock Lodge Vineyard,West Sussex,RH17 7NG,England,www.plumpton.ac.uk,7.059,50.98213,-0.04609,,,,,,,,,,,,
Poets' Way Vineyard,Gloucestershire,GL18 2BL,England,Not Available,1,51.97425,-2.39534,,,,,,,,,,,,
Polgoon Vineyard,Cornwall,TR20 8TE,England,www.polgoon.com,4.2,50.12041,-5.55808,,,,,,,,,,,,
Polmassick Vineyard,Cornwall,PL26 6HA,England,www.polmassickvineyard.co.uk,1,50.27488,-4.84755,,,,,,,,,,,,
Pontilen Vineyard,Denbighshire,LL15 1UL,Wales,Not Available,0.005,53.13708,-3.33728,,,,,,,,,,,,
Poppydown Vineyard & Winery,Hampshire,SO32 3AH,England,www.poppydownvineyard.co.uk,0.2688,50.95552,-1.14998,,,,,,,,,,,,
Port Lympne Vineyard,Kent,CT21 4PD,England,www.aspinallfoundation.org,0.025,51.07758,1.00134,,,,,,,,,,,,
Potash Vineyard,Essex,CO2 0JX,England,Not Available,0.1,51.84505,0.87062,,,,,,,,,,,,
Poulton Hill Vineyard,Gloucestershire,GL7 5JA,England,www.poultonhillestate.co.uk,3,51.6871,-1.85766,,,,,,,,,,,,
Poynings Grange Vineyard,West Sussex,BN45 7AW,England,Not Available,2,50.90466,-0.22037,,,,,,,,,,,,
Prettyfields Vineyard,Essex,CO7 7PF,England,www.prettyfields.com,7.4,51.92345,0.97289,,,,,,,,,,,,
Priors Dean Vineyard,Hampshire,GU34 3SD,England,www.priorsdeanvineyard.co.uk,0.8,51.06969,-0.95601,,,,,,,,,,,,
Punchbowl Valley Vineyard,Surrey,GU8 6NN,England,www.vineyarddynamics.com,0.225,51.13838,-0.70328,,,,,,,,,,,,
Quance Wines,Devon,EX32 0QH,England,Not Available,1.5,51.0449,-3.99415,,,,,,,,,,,,
Quantock Hills Vineyard,Somerset,TA5 2AD,England,Not Available,0.04,51.10599,-3.03518,,,,,,,,,,,,
Quintain Vineyard,Gloucestershire,GL18 2DE,England,Not Available,3,51.99013,-2.42411,,,,,,,,,,,,
Quob Park Estate (Wickham Vyd),Hampshire,PO17 5PG,England,www.quobpark-vineyard.com,6.2,50.89593,-1.21278,,,,,,,,,,,,
Quoins Organic Vineyard,Wiltshire,BA15 2PW,England,www.quoinsvineyard.co.uk,1,51.36059,-2.26963,,,,,,,,,,,,
Raimes Family Vineyard,Hampshire,SO24 0NE,England,www.raimes.co.uk,3.44,51.06834,-1.18681,,,,,,,,,,,,
Rathfinny Estate,East Sussex,BN26 5TU,England,www.rathfinnyestate.com,93.5,50.79708,0.13847,,,,,,,,,,,,
Ravensthorpe Vineyard,Northamptonshire,NN6 8EN,England,Not Available,0.031,52.328,-1.01678,,,,,,,,,,,,
Rectory Farm Vineyard,Buckinghamshire,MK46 5DN,England,Not Available,0.54,52.137,-0.69392,,,,,,,,,,,,
Red Admiral Vineyards,Hampshire,SO32 3PT,England,www.redadmiralvineyard.co.uk,2.34,50.95566,-1.14235,,,,,,,,,,,,
Red Wharf Bay Vineyard,Isle of Anglesey,LL75 8YG,Wales,redwharfbayvineyard.co.uk,0.2,53.29015,-4.20172,,,,,,,,,,,,
Redbank Vineyard,Herefordshire,HR8 2JL,England,Not Available,5.739,52.03408,-2.44361,,,,,,,,,,,,
Redfold Vineyards - Ambriel Sparkling Wine,West Sussex,RH20 2HS,England,www.ambrielsparkling.com,9.5,50.96925,-0.47239,,,,,,,,,,,,
Redhill Estate Vineyard,Kent,ME18 5LB,England,www.redhillestate.com,6,51.2637,0.42617,,,,,,,,,,,,
Redyeates Wedge Vineyard,Devon,EX17 4HG,England,Not Available,2.4,50.854,-3.59466,,,,,,,,,,,,
Renishaw Hall Vineyard,Derbyshire,S21 3WB,England,www.renishaw-hall.co.uk,0.2024,53.30274,-1.34687,,,,,,,,,,,,
RHS Wisley Vineyard,Surrey,GU23 6QB,England,www.rhs.org.uk,0.24,51.31399,-0.47289,,,,,,,,,,,,
Ridgeview Wine Estate,East Sussex,BN6 8TP,England,www.ridgeview.co.uk,6.48,50.94343,-0.10752,,,,,,,,,,,,
River Valley Vineyard,Essex,CM3 6EW,England,Not Available,2.0357,51.65723,0.79575,,,,,,,,,,,,
Road Green Vineyard,Gloucestershire,GL11 6BA,England,roadgreenvineyard.co.uk,0.6435,51.67247,-2.3977,,,,,,,,,,,,
